Review_ID,Rating,Year_Month,Reviewer_Location,Branch
636961092,5,2018-12,India,Disneyland_HongKong
636957064,5,2018-11,United States,Disneyland_HongKong
636956072,4,2018-1,Philippines,Disneyland_HongKong
636822111,4,2018-11,United Kingdom,Disneyland_HongKong
636802253,5,2018-12,Singapore,Disneyland_HongKong
636762728,5,2018-1,Philippines,Disneyland_HongKong
636751126,5,2018-12,Philippines,Disneyland_HongKong
636623334,5,2018-11,Singapore,Disneyland_HongKong
636613334,5,2018-11,Philippines,Disneyland_HongKong
636594687,5,2018-11,Malaysia,Disneyland_HongKong
636521622,5,2018-11,South Africa,Disneyland_HongKong
636478172,5,2018-11,United Kingdom,Disneyland_HongKong
636242343,5,2018-11,Philippines,Disneyland_HongKong
636209289,4,2018-11,Australia,Disneyland_HongKong
635935092,3,2018-11,Singapore,Disneyland_HongKong
635931790,5,2018-10,United Kingdom,Disneyland_HongKong
635930934,4,2018-11,Singapore,Disneyland_HongKong
635601951,4,2018-11,United States,Disneyland_HongKong
635563003,3,2018-11,Singapore,Disneyland_HongKong
635328081,5,2018-11,United Kingdom,Disneyland_HongKong
635321205,3,2018-11,United States,Disneyland_HongKong
635155975,5,2018-9,Singapore,Disneyland_HongKong
635153495,5,2018-4,Singapore,Disneyland_HongKong
635146061,5,2018-11,United Kingdom,Disneyland_HongKong
635034738,5,2018-11,United States,Disneyland_HongKong
634641453,3,2018-11,United States,Disneyland_HongKong
634532758,5,2018-10,Australia,Disneyland_HongKong
634518245,5,2018-11,Australia,Disneyland_HongKong
634289809,4,2018-11,Australia,Disneyland_HongKong
634068727,5,2018-11,United States,Disneyland_HongKong
633941812,1,2018-7,Hong Kong,Disneyland_HongKong
633935860,4,2018-4,Hong Kong,Disneyland_HongKong
633917478,5,2018-8,China,Disneyland_HongKong
633871918,4,2018-11,United Kingdom,Disneyland_HongKong
633866608,3,2018-11,Singapore,Disneyland_HongKong
633745686,5,2018-10,United Kingdom,Disneyland_HongKong
633611617,4,2018-11,Singapore,Disneyland_HongKong
633563142,5,2018-10,Australia,Disneyland_HongKong
633325652,3,2018-11,Malaysia,Disneyland_HongKong
633178209,5,2018-10,United States,Disneyland_HongKong
633170265,1,2018-11,United Kingdom,Disneyland_HongKong
633163763,4,2018-10,Hong Kong,Disneyland_HongKong
632891929,4,2018-1,Philippines,Disneyland_HongKong
632742313,3,2018-11,Singapore,Disneyland_HongKong
632731756,5,2018-10,Philippines,Disneyland_HongKong
632699589,3,2018-11,Vietnam,Disneyland_HongKong
632690362,4,2017-12,Portugal,Disneyland_HongKong
632689856,4,2018-11,Hong Kong,Disneyland_HongKong
632658864,3,2018-10,Australia,Disneyland_HongKong
632617782,5,2018-10,Australia,Disneyland_HongKong
632538340,3,2018-10,India,Disneyland_HongKong
632445331,4,2018-11,Malaysia,Disneyland_HongKong
632355808,2,2018-11,Singapore,Disneyland_HongKong
632309460,5,2018-11,Philippines,Disneyland_HongKong
632235808,4,2018-10,Australia,Disneyland_HongKong
632166205,3,2018-6,Cambodia,Disneyland_HongKong
632080848,5,2018-10,India,Disneyland_HongKong
632073306,5,2018-10,Australia,Disneyland_HongKong
631899580,5,2018-2,Indonesia,Disneyland_HongKong
631882178,5,2018-10,Australia,Disneyland_HongKong
631880137,5,2018-10,Philippines,Disneyland_HongKong
631835779,4,2018-11,United Kingdom,Disneyland_HongKong
631779600,5,2018-10,Philippines,Disneyland_HongKong
631655704,5,2018-11,India,Disneyland_HongKong
631595181,4,2018-3,India,Disneyland_HongKong
631572389,4,2018-9,South Africa,Disneyland_HongKong
631564893,4,2018-10,Malaysia,Disneyland_HongKong
631523191,5,2018-11,United Kingdom,Disneyland_HongKong
631514586,4,2018-11,Singapore,Disneyland_HongKong
631509526,4,2018-10,Hong Kong,Disneyland_HongKong
631506831,4,2018-8,United Arab Emirates,Disneyland_HongKong
631488697,5,2018-11,Philippines,Disneyland_HongKong
631408607,5,2017-12,Australia,Disneyland_HongKong
